"ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","QUESTION__C","COLOR__C","RATING_DESCRIPTION__C","RATING__C","SCORE__C","QT__C","SHOW_EXTRA_FIELDS__C","SHOW_THESE_FIELDS__C","SORT_ORDER__C"
"a0Y110000008xlWEAQ","false","4030","2014-02-28T00:24:56.000Z","005U0000001BHukIAG","2014-02-28T00:24:56.000Z","005U0000001BHukIAG","2014-02-28T00:24:56.000Z","a0Z11000000D33KEAS","yellow","History of fire-setting but not in past six months","1","1.0","FIRE SETTING","false","",""
"a0Y110000008xlXEAQ","false","4031","2014-02-28T00:24:56.000Z","005U0000001BHukIAG","2014-02-28T00:24:56.000Z","005U0000001BHukIAG","2014-02-28T00:24:56.000Z","a0Z11000000D33KEAS","orange","Recent fire setting behavior (in past six months) but not of the type that has endangered the lives of others (e.g., playing with matches) OR repeated fire setting behavior over a period of at least two years even if not in the past six months.","2","2.0","FIRE SETTING","false","",""
"a0Y110000008xlYEAQ","false","4032","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","a0Z11000000D33KEAS","red","Acute threat of fire setting. Intentionally set fire that endangered the lives of others (e.g., attempting to burn down a house).","3","6.0","FIRE SETTING","false","",""
"a0Y110000008xlZEAQ","false","4033","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","a0Z11000000D33lEAC","green","There is no evidence that child has experienced emotional abuse.","0","0.0","EMOTIONAL ABUSE","false","",""
"a0Y110000008xlaEAA","false","4034","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","a0Z11000000D33lEAC","yellow","Child has experienced mild emotional abuse. For instance, child may experience some insults or is occasionally referred to in a derogatory manner by caregivers.","1","1.0","EMOTIONAL ABUSE","false","",""
"a0Y110000008xlbEAA","false","4035","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","a0Z11000000D33lEAC","orange","Child has experienced moderate degree of emotional abuse. For instance, child may be consistently denied emotional attention from caregivers, insulted or humiliated on an ongoing basis, or intentionally isolated from others.","2","2.0","EMOTIONAL ABUSE","false","",""
"a0Y110000008xlcEAA","false","4036","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","a0Z11000000D33lEAC","red","Child has experienced significant or severe emotional abuse over an extended period of time (at least one year). For instance, child is completely ignored by caregivers, or threatened/terrorized by others.","3","6.0","EMOTIONAL ABUSE","false","",""
"a0Y110000008xldEAA","false","4037","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","a0Z11000000D33LEAS","green","Child shows no evidence of problematic social behaviors.","0","0.0","INTENTIONAL MISBEHAVIOR","false","",""
"a0Y110000008xleEAA","false","4038","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","005U0000001BHukIAG","2014-02-28T00:24:57.000Z","a0Z11000000D33LEAS","yellow","Mild level of problematic social behaviors that force adults to sanction the child. Provocative comments or behavior in social settings aimed at getting a negative response from adults might be included at this level.","1","1.0","INTENTIONAL MISBEHAVIOR","false","",""
"a0Y110000008xnuEAA","false","4178","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34dEAC","","","Does Not Present a Risk","","Dresses suitably for weather conditions","false","","2.0"
"a0Y110000008xnvEAA","false","4179","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34DEAS","","","Presents a Risk","","Medical condition which poses high risk","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnwEAA","false","4180","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34DEAS","","","Does Not Present a Risk","","Medical condition which poses high risk","false","","2.0"
"a0Y110000008xnxEAA","false","4181","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34eEAC","","","Presents a Risk","","Demonstrates/respects privacy","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xoIEAQ","false","4202","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34iEAC","","","Does Not Present a Risk","","Access to toxic substances and dangerous items","false","","2.0"
"a0Y110000008xoJEAQ","false","4203","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34IEAS","green","Child interacts appropriately with others and builds and maintains relationships.","0","0.0","SOCIAL FUNCTIONING","false","",""
"a0Y110000008xoKEAQ","false","4204","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34IEAS","yellow","Child is having some difficulty interacting with others and building and/or maintaining relationships.","1","1.0","SOCIAL FUNCTIONING","false","",""
"a0Y110000008xoLEAQ","false","4205","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34IEAS","orange","Child often has problems interacting with others and building and maintaining relationships.","2","2.0","SOCIAL FUNCTIONING","false","",""
"a0Y110000008xoMEAQ","false","4206","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34IEAS","red","Child consistently and pervasively has problems interacting with others and building and maintaining relationships.","3","6.0","SOCIAL FUNCTIONING","false","",""
"a0Y110000008xoNEAQ","false","4207","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34jEAC","","","Presents a Risk","","Self Mobility","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xoOEAQ","false","4208","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34jEAC","","","Does Not Present a Risk","","Self Mobility","false","","2.0"
"a0Y110000008xoPEAQ","false","4209","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34JEAS","green","No evidence of developmental problems or mental retardation.","0","0.0","DEVELOPMENTAL/INTELLECTUAL","false","",""
"a0Y110000008xoQEAQ","false","4210","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34JEAS","yellow","Documented delay, learning disability, or documented borderline intellectual disability, (i.e. FSIQ 70 to 85.)","1","1.0","DEVELOPMENTAL/INTELLECTUAL","false","",""
"a0Y110000008xoREAQ","false","4211","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34JEAS","orange","Evidence of a pervasive developmental disorder including Autism, Tourette's, Down's Syndrome or other significant developmental delay or child has mild mental retardation (FSIQ 50 to 69).","2","2.0","DEVELOPMENTAL/INTELLECTUAL","false","",""
"a0Y110000008xoSEAQ","false","4212","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34JEAS","red","Moderate, Severe, or Profound developmental disability or FSIQ below 50.","3","6.0","DEVELOPMENTAL/INTELLECTUAL","false","",""
"a0Y110000008xoTEAQ","false","4213","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34JEAS","gray","Not applicable can be used for this item when the child?s IQ is unknown and there is no evidence of a learning disability or other developmental delay.","NA","0.0","DEVELOPMENTAL/INTELLECTUAL","false","",""
"a0Y110000008xoUEAQ","false","4214","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34kEAC","","","Presents a Risk","","Ambulatory","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xoVEAQ","false","4215","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34kEAC","","","Does Not Present a Risk","","Ambulatory","false","","2.0"
"a0Y110000008xoWEAQ","false","4216","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34KEAS","green","Child makes full use of leisure time to pursue recreational activities that support his/her healthy development and enjoyment.","0","0.0","RECREATIONAL","false","",""
"a0Y110000008xoXEAQ","false","4217","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34KEAS","yellow","Child at times has difficulty using leisure time to pursue recreational activities.","1","1.0","RECREATIONAL","false","",""
"a0Y110000008xoYEAQ","false","4218","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34KEAS","orange","Child is having moderate problems with recreational activities and may be unable to use leisure time to enjoy recreational activities.","2","2.0","RECREATIONAL","false","",""
"a0Y110000008xoZEAQ","false","4219","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34KEAS","red","Child has no access to or interest in recreational activities. Child has significant difficulties making use of leisure time.","3","6.0","RECREATIONAL","false","",""
"a0Y110000008xoaEAA","false","4220","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34lEAC","","","Presents a Risk","","Other","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xobEAA","false","4221","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34lEAC","","","Does Not Present a Risk","","Other","false","","2.0"
"a0Y110000008xohEAA","false","4227","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34mEAC","","","Does Not Present a Risk","","Balance","false","","2.0"
"a0Y110000008xoiEAA","false","4228","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34MEAS","green","Child has no current health problems or chronic conditions.","0","0.0","MEDICAL","false","",""
"a0Y110000008xojEAA","false","4229","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34MEAS","yellow","Child has mild/treatable medical problems that require medical treatment.","1","1.0","MEDICAL","false","",""
"a0Y110000008xokEAA","false","4230","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34MEAS","orange","Child has chronic illness that requires ongoing medical intervention.","2","2.0","MEDICAL","false","",""
"a0Y110000008xolEAA","false","4231","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","005U0000001BHukIAG","2014-02-28T00:25:10.000Z","a0Z11000000D34MEAS","red","Child has life threatening illness or medical condition.","3","6.0","MEDICAL","false","",""
"a0Y110000008xpGEAQ","false","4262","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34REAS","red","Child is having severe achievement problems. He/she may be failing most subjects or is more than one year behind same age peers in school achievement, and/or will certainly not pass to next grade level.","3","6.0","SCHOOL ACHIEVEMENT","false","",""
"a0Y110000008xpHEAQ","false","4263","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34REAS","gray","Not applicable for children three years and younger or any other child not expected to be in school.","NA","0.0","SCHOOL ACHIEVEMENT","false","",""
"a0Y110000008xpIEAQ","false","4264","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34sEAC","","","Presents a Risk","","Creeks, ditches, wooded areas","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xpJEAQ","false","4265","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34sEAC","","","Does Not Present a Risk","","Creeks, ditches, wooded areas","false","","2.0"
"a0Y110000008xpKEAQ","false","4266","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34SEAS","green","No evidence of attendance problems. Child attends regularly.","0","0.0","SCHOOL ATTENDANCE","false","",""
"a0Y110000008xpLEAQ","false","4267","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34SEAS","yellow","Child has some problems attending school, although he/she generally goes to school. He/she may miss up to one day per week on average. Or, he/she may have had moderate to severe problems in the past six months but has been attending school regularly in the past month.","1","1.0","SCHOOL ATTENDANCE","false","",""
"a0Y110000008xpMEAQ","false","4268","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34SEAS","orange","Child is having problems with school attendance. He/she is missing at least two days per week on average.","2","2.0","SCHOOL ATTENDANCE","false","",""
"a0Y110000008xpNEAQ","false","4269","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34SEAS","red","Child is generally truant or refusing to go to school or a school-aged child not enrolled in school.","3","6.0","SCHOOL ATTENDANCE","false","",""
"a0Y110000008xpOEAQ","false","4270","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34SEAS","gray","Not applicable for children three years and younger or any other child not expected to be in school.","NA","0.0","SCHOOL ATTENDANCE","false","",""
"a0Y110000008xpPEAQ","false","4271","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","005U0000001BHukIAG","2014-02-28T00:25:13.000Z","a0Z11000000D34tEAC","","","Presents a Risk","","Fencing","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xpaEAA","false","4282","2014-02-28T00:25:14.000Z","005U0000001BHukIAG","2014-02-28T00:25:14.000Z","005U0000001BHukIAG","2014-02-28T00:25:14.000Z","a0Z11000000D34VEAS","","","Does Not Present a Risk","","Poly-pharmacy","false","","2.0"
